"","TaskPit","ブラウザ","メール","プログラミング","ワード","プレゼン編集","エクセル","ファイル操作","文書閲覧　","調査　","SQLサーバ　","テスト　","プログラミング・デバッグ　","登録外"
"2013年02月04日12時00分","0","175","20","0","0","0","38","9","0","0","0","0","53","2"
"2013年02月04日12時05分","0","177","0","0","0","0","0","51","0","60","0","0","5","3"
"2013年02月04日12時10分","0","218","25","0","0","0","0","0","0","0","0","17","34","2"
"2013年02月04日12時15分","0","63","0","0","0","0","0","65","0","33","0","73","46","15"
"2013年02月04日12時20分","0","0","0","0","0","0","0","15","0","0","0","49","0","93"
"2013年02月04日12時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日12時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日12時35分","0","84","37","0","0","0","16","64","0","13","0","1","0","8"
"2013年02月04日12時40分","12","144","34","0","0","0","0","13","0","4","0","0","0","90"
"2013年02月04日12時45分","0","50","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日12時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日12時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時30分","0","1","4","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日13時35分","0","116","85","0","0","0","0","6","0","0","0","83","4","0"
"2013年02月04日13時40分","0","155","10","0","0","0","0","39","0","0","0","13","0","76"
"2013年02月04日13時45分","0","133","0","0","0","0","0","161","0","0","0","4","0","0"
"2013年02月04日13時50分","0","2","42","0","0","0","0","23","0","0","0","12","0","0"
"2013年02月04日13時55分","0","152","19","0","0","0","0","2","0","0","0","67","3","52"
"2013年02月04日14時00分","0","18","52","0","0","0","0","0","0","0","0","94","0","130"
"2013年02月04日14時05分","0","0","67","0","0","0","0","155","0","0","0","3","1","71"
"2013年02月04日14時10分","0","0","0","0","0","0","0","271","0","26","0","0","0","0"
"2013年02月04日14時15分","0","0","0","0","0","0","0","41","0","6","0","3","247","0"
"2013年02月04日14時20分","0","0","0","0","0","0","0","36","0","32","0","0","152","78"
"2013年02月04日14時25分","0","0","0","0","0","0","0","2","0","89","0","0","203","0"
"2013年02月04日14時30分","0","0","15","0","0","0","0","0","0","0","0","145","1","24"
"2013年02月04日14時35分","0","147","6","0","0","0","0","28","0","28","0","86","0","1"
"2013年02月04日14時40分","0","0","0","0","0","0","110","184","0","0","0","0","2","0"
"2013年02月04日14時45分","0","0","0","0","0","0","56","185","0","0","0","0","0","1"
"2013年02月04日14時50分","0","0","0","0","0","0","36","255","0","0","0","0","0","1"
"2013年02月04日14時55分","0","14","4","0","0","0","23","243","0","3","0","7","0","0"
"2013年02月04日15時00分","0","27","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日15時05分","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日15時10分","0","8","7","0","0","0","0","57","0","148","0","34","2","40"
"2013年02月04日15時15分","0","6","1","0","0","0","13","141","0","0","0","45","2","86"
"2013年02月04日15時20分","0","0","10","0","0","0","0","33","0","8","0","80","93","72"
"2013年02月04日15時25分","0","0","0","0","0","0","0","65","0","0","0","52","0","179"
"2013年02月04日15時30分","0","0","0","0","0","0","0","70","0","0","0","41","75","107"
"2013年02月04日15時35分","0","1","0","0","0","0","0","73","0","0","0","86","103","33"
"2013年02月04日15時40分","0","88","92","0","0","0","0","63","0","0","0","2","36","15"
"2013年02月04日15時45分","0","50","32","0","0","0","0","24","0","0","0","0","142","47"
"2013年02月04日15時50分","0","0","54","0","0","0","0","2","0","0","0","5","55","12"
"2013年02月04日15時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日16時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日16時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日16時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日16時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日16時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日16時25分","0","91","185","0","0","0","0","1","0","0","0","14","2","0"
"2013年02月04日16時30分","0","0","1","0","0","0","0","0","0","0","0","186","0","109"
"2013年02月04日16時35分","0","0","0","0","0","0","0","33","0","0","0","0","0","266"
"2013年02月04日16時40分","0","0","59","0","0","0","0","212","0","0","0","0","0","0"
"2013年02月04日16時45分","0","0","233","0","0","0","19","43","0","0","0","0","0","0"
"2013年02月04日16時50分","0","23","109","0","0","0","0","32","0","132","0","0","0","0"
"2013年02月04日16時55分","0","0","0","0","0","0","0","0","0","268","0","0","0","0"
"2013年02月04日17時00分","0","66","17","0","0","0","0","4","0","1","0","0","0","0"
"2013年02月04日17時05分","0","247","1","0","0","0","0","18","0","0","0","9","0","22"
"2013年02月04日17時10分","0","80","0","0","0","0","4","94","0","0","0","0","0","121"
"2013年02月04日17時15分","0","171","16","0","0","0","0","5","0","7","0","0","0","62"
"2013年02月04日17時20分","0","0","0","0","0","0","0","62","0","52","0","0","0","183"
"2013年02月04日17時25分","4","194","0","0","0","0","0","63","0","22","0","0","0","12"
"2013年02月04日17時30分","0","79","0","0","0","0","0","33","0","40","0","32","0","112"
"2013年02月04日17時35分","0","75","5","0","0","0","0","0","0","0","0","8","0","0"
"2013年02月04日17時40分","0","3","6","0","0","0","0","0","0","1","0","0","0","52"
"2013年02月04日17時45分","0","23","0","0","0","0","46","114","0","0","0","0","0","113"
"2013年02月04日17時50分","0","200","92","0","0","0","0","3","0","0","0","1","0","2"
"2013年02月04日17時55分","0","215","11","0","0","0","8","7","0","0","0","0","0","55"
"2013年02月04日18時00分","0","274","24","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日18時05分","0","106","29","0","0","0","0","139","0","0","0","1","0","19"
"2013年02月04日18時10分","0","0","0","0","0","0","0","235","0","37","0","0","0","24"
"2013年02月04日18時15分","0","0","0","0","0","0","0","2","0","5","0","0","0","0"
"2013年02月04日18時20分","0","35","7","0","0","0","0","1","0","0","0","0","0","20"
"2013年02月04日18時25分","0","192","5","0","0","0","0","16","0","2","0","4","0","76"
"2013年02月04日18時30分","0","91","5","0","0","0","0","112","0","5","0","7","18","55"
"2013年02月04日18時35分","0","0","0","0","0","0","0","113","0","6","0","0","0","178"
"2013年02月04日18時40分","0","8","34","0","0","0","0","1","0","0","0","4","0","211"
"2013年02月04日18時45分","0","0","4","0","0","0","0","23","0","17","0","0","0","143"
"2013年02月04日18時50分","0","126","0","0","0","0","0","0","0","40","0","0","0","129"
"2013年02月04日18時55分","0","13","21","0","0","0","0","3","0","4","0","38","27","189"
"2013年02月04日19時00分","0","148","51","0","0","0","50","6","0","0","0","0","0","41"
"2013年02月04日19時05分","0","0","36","0","0","0","11","58","0","48","0","0","0","141"
"2013年02月04日19時10分","0","0","33","0","0","0","0","37","0","92","0","0","0","131"
"2013年02月04日19時15分","0","0","0","0","0","0","0","8","0","73","0","0","0","218"
"2013年02月04日19時20分","0","0","13","0","0","0","0","4","0","96","0","0","0","181"
"2013年02月04日19時25分","0","0","2","0","0","0","0","0","0","32","0","0","0","82"
"2013年02月04日19時30分","0","3","8","0","0","0","0","0","0","111","0","0","2","1"
"2013年02月04日19時35分","0","0","1","0","0","0","0","0","0","144","0","0","0","151"
"2013年02月04日19時40分","0","0","10","0","0","0","0","22","0","216","0","0","0","48"
"2013年02月04日19時45分","0","0","0","0","0","0","0","0","0","82","0","0","0","216"
"2013年02月04日19時50分","0","0","34","0","0","0","0","8","0","44","0","0","0","209"
"2013年02月04日19時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","222"
"2013年02月04日20時00分","0","55","4","0","0","0","0","36","0","128","0","0","0","70"
"2013年02月04日20時05分","0","0","3","0","0","0","0","0","0","0","0","0","0","296"
"2013年02月04日20時10分","0","0","0","0","0","0","0","2","0","111","0","0","0","181"
"2013年02月04日20時15分","0","0","1","0","0","0","0","47","0","98","0","0","0","148"
"2013年02月04日20時20分","0","0","0","0","0","0","0","1","0","51","0","0","0","245"
"2013年02月04日20時25分","0","12","0","0","0","0","0","11","0","14","0","0","0","239"
"2013年02月04日20時30分","0","20","7","0","0","0","0","51","0","9","0","0","0","109"
"2013年02月04日20時35分","0","85","1","0","0","0","0","3","0","0","0","0","0","207"
"2013年02月04日20時40分","0","78","2","0","0","0","0","62","0","14","0","0","0","101"
"2013年02月04日20時45分","0","3","13","0","0","0","0","88","0","96","0","0","0","60"
"2013年02月04日20時50分","0","0","8","0","0","0","0","22","0","104","0","0","2","0"
"2013年02月04日20時55分","0","23","2","0","0","0","0","67","0","89","0","0","0","4"
"2013年02月04日21時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時05分","0","0","25","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日21時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日22時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月04日23時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日00時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日01時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日02時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日03時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日04時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日05時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日06時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日07時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時05分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時20分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時25分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時30分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日08時55分","0","137","1","0","0","0","0","31","0","16","0","0","0","100"
"2013年02月05日09時00分","0","297","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日09時05分","0","13","2","0","0","0","0","11","16","0","0","0","0","3"
"2013年02月05日09時10分","0","79","0","0","0","0","0","0","8","0","0","0","0","0"
"2013年02月05日09時15分","0","0","3","0","0","0","0","2","0","0","0","0","0","0"
"2013年02月05日09時20分","0","123","13","0","0","0","0","110","30","18","0","0","0","3"
"2013年02月05日09時25分","0","205","0","0","0","0","0","5","0","0","0","0","0","0"
"2013年02月05日09時30分","0","57","0","0","0","0","0","35","1","0","0","17","0","125"
"2013年02月05日09時35分","0","20","0","0","0","0","0","168","0","0","0","0","0","107"
"2013年02月05日09時40分","0","138","0","0","0","0","0","2","0","0","0","0","0","38"
"2013年02月05日09時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日09時50分","0","28","154","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日09時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時05分","0","0","0","0","0","0","0","43","0","17","0","155","0","3"
"2013年02月05日10時10分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時15分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時20分","0","12","10","0","0","0","0","144","0","0","0","1","0","3"
"2013年02月05日10時25分","0","0","0","0","0","0","0","57","0","0","0","0","0","0"
"2013年02月05日10時30分","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時35分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時40分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時45分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時50分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日10時55分","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月05日11時00分","0","0","0","0","0","0","0","0","0","0","0","0","0","85"
"2013年02月05日11時05分","0","36","9","0","0","0","0","94","0","0","0","0","0","158"
"2013年02月05日11時10分","0","0","0","0","0","0","80","157","0","35","0","0","0","23"
"2013年02月05日11時15分","0","0","0","0","0","0","0","11","0","0","0","0","0","7"
"2013年02月05日11時20分","0","0","85","0","0","0","42","1","0","36","0","0","0","130"
"2013年02月05日11時25分","0","13","1","0","0","0","181","19","0","79","0","0","0","2"
